date,dayofweek,route,route_1_distance_miles,route_1_time_minutes,route_2_distance_miles,route_2_time_minutes,route_3_distance_miles,route_3_time_minutes,route_4_distance_miles,route_4_time_minutes,time,time_halfhour
2022-06-02,Thursday,Fremont_to_Palo Alto,24.6,32,23.1,35,,,,,01:34 PM,1:30 PM
